DATE,REQUIREMENT/DEMAND (MW),PRICE ($/MWh),YEAR,MONTH,DATASET
21/5/2015,5846.386104,99.17854167,2015,5,Demand & USEP
22/5/2015,5819.373708,97.854375,2015,5,Demand & USEP
23/5/2015,5314.76775,104.7525,2015,5,Demand & USEP
24/5/2015,5134.592229,97.87166667,2015,5,Demand & USEP
25/5/2015,5791.4265,115.2233333,2015,5,Demand & USEP
26/5/2015,5866.406792,94.63604167,2015,5,Demand & USEP
27/5/2015,5837.44875,91.076875,2015,5,Demand & USEP
28/5/2015,5838.161063,190.786875,2015,5,Demand & USEP
29/5/2015,5857.206604,129.37875,2015,5,Demand & USEP
30/5/2015,5453.691188,102.088125,2015,5,Demand & USEP
31/5/2015,5219.149542,98.203125,2015,5,Demand & USEP
1/6/2015,5217.662958,151.813125,2015,6,Demand & USEP
2/6/2015,5913.294375,155.3089583,2015,6,Demand & USEP
3/6/2015,5923.326917,138.030625,2015,6,Demand & USEP
4/6/2015,5949.320125,130.5425,2015,6,Demand & USEP
5/6/2015,5917.822313,132.4985417,2015,6,Demand & USEP
6/6/2015,5459.126479,103.8497917,2015,6,Demand & USEP
7/6/2015,5193.260292,96.55729167,2015,6,Demand & USEP
8/6/2015,5824.232375,105.924375,2015,6,Demand & USEP
9/6/2015,5759.598021,98.13666667,2015,6,Demand & USEP
10/6/2015,5787.484521,92.394375,2015,6,Demand & USEP
11/6/2015,5817.236354,105.021875,2015,6,Demand & USEP
12/6/2015,5745.934063,89.43583333,2015,6,Demand & USEP
13/6/2015,5277.567104,88.83270833,2015,6,Demand & USEP
14/6/2015,5029.034563,81.36729167,2015,6,Demand & USEP
15/6/2015,5638.239688,79.58416667,2015,6,Demand & USEP
16/6/2015,5650.202771,80.604375,2015,6,Demand & USEP
17/6/2015,5699.800417,80.608125,2015,6,Demand & USEP
18/6/2015,5776.381375,91.860625,2015,6,Demand & USEP
19/6/2015,5826.695125,84.18958333,2015,6,Demand & USEP
20/6/2015,5434.866396,101.2347917,2015,6,Demand & USEP
21/6/2015,5212.534521,97.89125,2015,6,Demand & USEP
22/6/2015,5841.110833,116.2354167,2015,6,Demand & USEP
23/6/2015,5917.419521,95.69625,2015,6,Demand & USEP
24/6/2015,5907.766542,234.93375,2015,6,Demand & USEP
25/6/2015,5912.880917,115.5370833,2015,6,Demand & USEP
26/6/2015,5900.683333,97.020625,2015,6,Demand & USEP
27/6/2015,5492.173,107.3202083,2015,6,Demand & USEP
28/6/2015,5301.356313,90.323125,2015,6,Demand & USEP
29/6/2015,5902.46275,91.04395833,2015,6,Demand & USEP
30/6/2015,5968.91475,101.2814583,2015,6,Demand & USEP
1/7/2015,5891.361438,123.1608333,2015,7,Demand & USEP
2/7/2015,5877.649458,126.8360417,2015,7,Demand & USEP
3/7/2015,5859.525063,119.05,2015,7,Demand & USEP
4/7/2015,5349.402729,118.4416667,2015,7,Demand & USEP
5/7/2015,5152.479,125.005625,2015,7,Demand & USEP
6/7/2015,5805.837021,417.901875,2015,7,Demand & USEP
7/7/2015,5870.329688,398.7410417,2015,7,Demand & USEP
8/7/2015,5879.049229,294.585625,2015,7,Demand & USEP
9/7/2015,5871.045417,228.8964583,2015,7,Demand & USEP
10/7/2015,5868.109875,214.0627083,2015,7,Demand & USEP
11/7/2015,5450.069771,132.586875,2015,7,Demand & USEP
12/7/2015,5266.717438,193.1802083,2015,7,Demand & USEP
13/7/2015,5892.264875,331.0170833,2015,7,Demand & USEP
14/7/2015,5855.0595,263.9372917,2015,7,Demand & USEP
15/7/2015,5893.672146,265.7879167,2015,7,Demand & USEP
16/7/2015,5905.300271,150.8629167,2015,7,Demand & USEP
17/7/2015,5301.511354,113.2083333,2015,7,Demand & USEP
18/7/2015,5423.965438,134.5191667,2015,7,Demand & USEP
19/7/2015,5280.754313,155.668125,2015,7,Demand & USEP
20/7/2015,5908.682667,444.52875,2015,7,Demand & USEP
21/7/2015,5955.523271,530.5639583,2015,7,Demand & USEP
22/7/2015,5941.7435,226.9827083,2015,7,Demand & USEP
23/7/2015,5943.489354,185.8952083,2015,7,Demand & USEP
24/7/2015,5937.426208,177.7816667,2015,7,Demand & USEP
25/7/2015,5515.044875,144.7233333,2015,7,Demand & USEP
26/7/2015,5280.856125,115.4733333,2015,7,Demand & USEP
27/7/2015,5838.079979,168.6389583,2015,7,Demand & USEP
28/7/2015,5895.470667,198.7825,2015,7,Demand & USEP
29/7/2015,5848.58125,107.3914583,2015,7,Demand & USEP
30/7/2015,5865.205688,104.548125,2015,7,Demand & USEP
31/7/2015,5852.178542,105.204375,2015,7,Demand & USEP
1/8/2015,5349.591437,102.0089583,2015,8,Demand & USEP
2/8/2015,5203.568375,103.12,2015,8,Demand & USEP
3/8/2015,5722.087083,92.73333333,2015,8,Demand & USEP
4/8/2015,5699.570563,125.3766667,2015,8,Demand & USEP
5/8/2015,5749.236917,132.2479167,2015,8,Demand & USEP
6/8/2015,5663.262563,81.05145833,2015,8,Demand & USEP
7/8/2015,5092.466646,91.73104167,2015,8,Demand & USEP
8/8/2015,5148.270604,86.89604167,2015,8,Demand & USEP
9/8/2015,4984.912625,75.02604167,2015,8,Demand & USEP
10/8/2015,5126.108,100.4502083,2015,8,Demand & USEP
11/8/2015,5756.859,145.14625,2015,8,Demand & USEP
12/8/2015,5710.294167,96.95541667,2015,8,Demand & USEP
13/8/2015,5747.750958,129.5964583,2015,8,Demand & USEP
14/8/2015,5826.245167,158.614375,2015,8,Demand & USEP
15/8/2015,5436.793688,231.8102083,2015,8,Demand & USEP
16/8/2015,5234.995979,108.68,2015,8,Demand & USEP
17/8/2015,5808.017312,119.6635417,2015,8,Demand & USEP
18/8/2015,5823.153521,101.8927083,2015,8,Demand & USEP
19/8/2015,5803.243083,77.04541667,2015,8,Demand & USEP
20/8/2015,5824.654479,75.67583333,2015,8,Demand & USEP
21/8/2015,5862.559521,76.665625,2015,8,Demand & USEP
22/8/2015,5507.704854,113.8829167,2015,8,Demand & USEP
23/8/2015,5300.447521,100.2845833,2015,8,Demand & USEP
24/8/2015,5848.803083,96.954375,2015,8,Demand & USEP
25/8/2015,5870.297729,96.52770833,2015,8,Demand & USEP
26/8/2015,5817.778896,74.76416667,2015,8,Demand & USEP
27/8/2015,5806.094188,77.76354167,2015,8,Demand & USEP
28/8/2015,5867.902729,80.88875,2015,8,Demand & USEP
29/8/2015,5497.550896,70.420625,2015,8,Demand & USEP
30/8/2015,5286.142063,73.79666667,2015,8,Demand & USEP
31/8/2015,5857.705646,77.60229167,2015,8,Demand & USEP
1/9/2015,5907.73175,65.30916667,2015,9,Demand & USEP
2/9/2015,5867.729937,64.12083333,2015,9,Demand & USEP
3/9/2015,5858.853542,63.12875,2015,9,Demand & USEP
4/9/2015,5884.002312,60.101875,2015,9,Demand & USEP
5/9/2015,5491.099479,86.54416667,2015,9,Demand & USEP
6/9/2015,5302.029333,78.44291667,2015,9,Demand & USEP
7/9/2015,5884.969792,72.025,2015,9,Demand & USEP
8/9/2015,5916.646125,60.96041667,2015,9,Demand & USEP
9/9/2015,5767.822604,60.32833333,2015,9,Demand & USEP
10/9/2015,5703.930771,55.13833333,2015,9,Demand & USEP
11/9/2015,5206.060417,60.665625,2015,9,Demand & USEP
12/9/2015,5348.884208,76.88458333,2015,9,Demand & USEP
13/9/2015,5228.218146,77.731875,2015,9,Demand & USEP
14/9/2015,5849.233083,85.4175,2015,9,Demand & USEP
15/9/2015,5768.719188,73.39229167,2015,9,Demand & USEP
16/9/2015,5709.720333,66.955625,2015,9,Demand & USEP
17/9/2015,5712.051438,69.73229167,2015,9,Demand & USEP
18/9/2015,5837.219313,85.54666667,2015,9,Demand & USEP
19/9/2015,5495.647354,112.4595833,2015,9,Demand & USEP
20/9/2015,5291.246896,98.01958333,2015,9,Demand & USEP
21/9/2015,5870.358833,89.074375,2015,9,Demand & USEP
22/9/2015,5876.922438,102.3002083,2015,9,Demand & USEP
23/9/2015,5821.587458,147.646875,2015,9,Demand & USEP
24/9/2015,5332.96025,82.27958333,2015,9,Demand & USEP
25/9/2015,5792.716292,69.733125,2015,9,Demand & USEP
26/9/2015,5414.197021,86.36166667,2015,9,Demand & USEP
27/9/2015,5279.295438,99.13041667,2015,9,Demand & USEP
28/9/2015,5843.156958,94.178125,2015,9,Demand & USEP
29/9/2015,5900.648396,125.9014583,2015,9,Demand & USEP
30/9/2015,5829.976479,75.09666667,2015,9,Demand & USEP
1/10/2015,5817.264896,69.01520833,2015,10,Demand & USEP
2/10/2015,5742.744125,63.96583333,2015,10,Demand & USEP
3/10/2015,5414.442062,65.98229167,2015,10,Demand & USEP
4/10/2015,5206.891083,59.41666667,2015,10,Demand & USEP
5/10/2015,5840.085188,70.91,2015,10,Demand & USEP
6/10/2015,5815.541125,71.94125,2015,10,Demand & USEP
7/10/2015,5746.359938,69.5925,2015,10,Demand & USEP
8/10/2015,5756.031104,65.55395833,2015,10,Demand & USEP
9/10/2015,5796.87775,68.78916667,2015,10,Demand & USEP
10/10/2015,5450.876354,61.5025,2015,10,Demand & USEP
11/10/2015,5236.761625,57.22770833,2015,10,Demand & USEP
12/10/2015,5835.619729,66.99729167,2015,10,Demand & USEP
13/10/2015,5862.988271,66.03479167,2015,10,Demand & USEP
14/10/2015,5830.699104,62.385,2015,10,Demand & USEP
15/10/2015,5857.065188,62.879375,2015,10,Demand & USEP
16/10/2015,5834.408708,61.69520833,2015,10,Demand & USEP
17/10/2015,5450.602125,64.9475,2015,10,Demand & USEP
18/10/2015,5273.944083,59.12125,2015,10,Demand & USEP
19/10/2015,5900.317792,73.26395833,2015,10,Demand & USEP
20/10/2015,5906.082625,77.194375,2015,10,Demand & USEP
21/10/2015,5882.754667,149.0316667,2015,10,Demand & USEP
22/10/2015,5906.991271,61.05979167,2015,10,Demand & USEP
23/10/2015,5920.356208,68.495625,2015,10,Demand & USEP
24/10/2015,5563.20175,59.79708333,2015,10,Demand & USEP
25/10/2015,5315.567875,50.09791667,2015,10,Demand & USEP
26/10/2015,5880.834792,57.79104167,2015,10,Demand & USEP
27/10/2015,5917.6265,59.09229167,2015,10,Demand & USEP
28/10/2015,5779.600875,64.37604167,2015,10,Demand & USEP
29/10/2015,5777.815,64.965,2015,10,Demand & USEP
30/10/2015,5756.517167,63.13354167,2015,10,Demand & USEP
31/10/2015,5297.987333,56.57604167,2015,10,Demand & USEP
1/11/2015,5078.418938,56.27416667,2015,11,Demand & USEP
2/11/2015,5661.752813,60.316875,2015,11,Demand & USEP
3/11/2015,5746.183438,59.59333333,2015,11,Demand & USEP
4/11/2015,5708.259167,63.24125,2015,11,Demand & USEP
5/11/2015,5718.455979,53.805,2015,11,Demand & USEP
6/11/2015,5764.550062,53.274375,2015,11,Demand & USEP
7/11/2015,5376.29575,54.85020833,2015,11,Demand & USEP
8/11/2015,5083.18025,51.99520833,2015,11,Demand & USEP
9/11/2015,5618.358521,55.088125,2015,11,Demand & USEP
10/11/2015,5067.482167,51.49229167,2015,11,Demand & USEP
11/11/2015,5596.92325,55.44729167,2015,11,Demand & USEP
12/11/2015,5640.173562,58.39979167,2015,11,Demand & USEP
13/11/2015,5682.049604,56.741875,2015,11,Demand & USEP
14/11/2015,5330.801979,55.00625,2015,11,Demand & USEP
15/11/2015,5102.169292,48.3775,2015,11,Demand & USEP
16/11/2015,5615.764854,52.890625,2015,11,Demand & USEP
17/11/2015,5590.991354,50.54645833,2015,11,Demand & USEP
18/11/2015,5625.425188,59.29041667,2015,11,Demand & USEP
19/11/2015,5698.52525,60.62333333,2015,11,Demand & USEP
20/11/2015,5647.074854,59.11354167,2015,11,Demand & USEP
21/11/2015,5241.998958,53.036875,2015,11,Demand & USEP
22/11/2015,5049.496104,46.66666667,2015,11,Demand & USEP
23/11/2015,5660.958271,58.39270833,2015,11,Demand & USEP
24/11/2015,5658.862292,58.94541667,2015,11,Demand & USEP
25/11/2015,5634.227083,58.435,2015,11,Demand & USEP
26/11/2015,5608.363187,58.39479167,2015,11,Demand & USEP
27/11/2015,5576.427333,56.67,2015,11,Demand & USEP
28/11/2015,5310.568396,60.54375,2015,11,Demand & USEP
29/11/2015,5104.632208,58.13770833,2015,11,Demand & USEP
30/11/2015,5651.327688,79.54479167,2015,11,Demand & USEP
1/12/2015,5601.511667,63.65708333,2015,12,Demand & USEP
2/12/2015,5563.168958,74.82229167,2015,12,Demand & USEP
3/12/2015,5626.975146,82.50833333,2015,12,Demand & USEP
4/12/2015,5590.034729,64.33104167,2015,12,Demand & USEP
5/12/2015,5231.092042,54.90958333,2015,12,Demand & USEP
6/12/2015,4972.796979,53.35458333,2015,12,Demand & USEP
7/12/2015,5546.671604,53.504375,2015,12,Demand & USEP
8/12/2015,5600.402042,59.10791667,2015,12,Demand & USEP
9/12/2015,5558.146271,64.498125,2015,12,Demand & USEP
10/12/2015,5588.139292,65.514375,2015,12,Demand & USEP
11/12/2015,5526.764708,67.680625,2015,12,Demand & USEP
12/12/2015,5139.247688,54.58354167,2015,12,Demand & USEP
13/12/2015,4854.992104,44.63770833,2015,12,Demand & USEP
14/12/2015,5419.215333,57.27645833,2015,12,Demand & USEP
15/12/2015,5463.669854,50.02895833,2015,12,Demand & USEP
16/12/2015,5457.781187,44.87916667,2015,12,Demand & USEP
17/12/2015,5498.182938,54.08895833,2015,12,Demand & USEP
18/12/2015,5451.995979,52.02854167,2015,12,Demand & USEP
19/12/2015,5176.916,55.08375,2015,12,Demand & USEP
20/12/2015,4987.209188,50.20916667,2015,12,Demand & USEP
21/12/2015,5555.900604,57.80291667,2015,12,Demand & USEP
22/12/2015,5630.644688,62.111875,2015,12,Demand & USEP
23/12/2015,5619.615333,79.629375,2015,12,Demand & USEP
24/12/2015,5387.300417,64.34208333,2015,12,Demand & USEP
25/12/2015,4937.738063,47.03354167,2015,12,Demand & USEP
26/12/2015,5094.631333,50.85333333,2015,12,Demand & USEP
27/12/2015,4971.411583,48.304375,2015,12,Demand & USEP
28/12/2015,5549.546667,117.2325,2015,12,Demand & USEP
29/12/2015,5444.866375,58.07791667,2015,12,Demand & USEP
30/12/2015,5449.206833,69.70875,2015,12,Demand & USEP
31/12/2015,5292.646187,58.639375,2015,12,Demand & USEP
1/1/2016,4847.266833,51.84729167,2016,1,Demand & USEP
2/1/2016,4976.735229,43.176875,2016,1,Demand & USEP
3/1/2016,4785.524792,42.40208333,2016,1,Demand & USEP
4/1/2016,5496.542896,67.1,2016,1,Demand & USEP
5/1/2016,5629.321417,88.10104167,2016,1,Demand & USEP
6/1/2016,5657.318667,113.4752083,2016,1,Demand & USEP
7/1/2016,5665.652187,79.25875,2016,1,Demand & USEP
8/1/2016,5684.983604,62.54833333,2016,1,Demand & USEP
9/1/2016,5308.087896,80.439375,2016,1,Demand & USEP
10/1/2016,5130.894146,71.631875,2016,1,Demand & USEP
11/1/2016,5738.700646,86.12666667,2016,1,Demand & USEP
12/1/2016,5766.327229,78.30125,2016,1,Demand & USEP
13/1/2016,5783.151563,119.1320833,2016,1,Demand & USEP
14/1/2016,5769.662146,81.73083333,2016,1,Demand & USEP
15/1/2016,5735.189229,63.65104167,2016,1,Demand & USEP
16/1/2016,5303.354104,54.598125,2016,1,Demand & USEP
17/1/2016,5079.616812,46.75458333,2016,1,Demand & USEP
18/1/2016,5684.155583,62.87291667,2016,1,Demand & USEP
19/1/2016,5740.930083,66.030625,2016,1,Demand & USEP
20/1/2016,5739.871167,65.42083333,2016,1,Demand & USEP
21/1/2016,5688.567146,56.81708333,2016,1,Demand & USEP
22/1/2016,5706.015813,279.2141667,2016,1,Demand & USEP
23/1/2016,5280.379208,46.125,2016,1,Demand & USEP
24/1/2016,5068.628521,51.44770833,2016,1,Demand & USEP
25/1/2016,5617.762938,63.87625,2016,1,Demand & USEP
26/1/2016,5657.946833,62.02104167,2016,1,Demand & USEP
27/1/2016,5683.016042,44.668125,2016,1,Demand & USEP
28/1/2016,5693.824208,57.69458333,2016,1,Demand & USEP
29/1/2016,5671.790771,51.08125,2016,1,Demand & USEP
30/1/2016,5301.953625,123.9579167,2016,1,Demand & USEP
31/1/2016,5097.138583,60.19833333,2016,1,Demand & USEP
1/2/2016,5708.338958,57.3775,2016,2,Demand & USEP
2/2/2016,5713.952938,55.541875,2016,2,Demand & USEP
3/2/2016,5747.621375,64.37104167,2016,2,Demand & USEP
4/2/2016,5701.141333,59.50270833,2016,2,Demand & USEP
5/2/2016,5605.462542,38.31770833,2016,2,Demand & USEP
6/2/2016,5152.419854,50.59,2016,2,Demand & USEP
7/2/2016,4800.949021,50.01604167,2016,2,Demand & USEP
8/2/2016,4572.613312,40.84395833,2016,2,Demand & USEP
9/2/2016,4594.220917,40.92333333,2016,2,Demand & USEP
10/2/2016,5158.331479,38.42291667,2016,2,Demand & USEP
11/2/2016,5312.117,36.598125,2016,2,Demand & USEP
12/2/2016,5400.198042,41.98270833,2016,2,Demand & USEP
13/2/2016,5124.847104,43.974375,2016,2,Demand & USEP
14/2/2016,5019.829354,45.55354167,2016,2,Demand & USEP
15/2/2016,5701.506146,46.92875,2016,2,Demand & USEP
16/2/2016,5760.055042,51.02270833,2016,2,Demand & USEP
17/2/2016,5700.061563,46.97333333,2016,2,Demand & USEP
18/2/2016,5649.001896,45.87666667,2016,2,Demand & USEP
19/2/2016,5537.644771,42.0125,2016,2,Demand & USEP
20/2/2016,5122.064854,41.81770833,2016,2,Demand & USEP
21/2/2016,4957.411167,41.2825,2016,2,Demand & USEP
22/2/2016,5581.155042,48.64041667,2016,2,Demand & USEP
23/2/2016,5635.238,67.32791667,2016,2,Demand & USEP
24/2/2016,5550.805792,50.72291667,2016,2,Demand & USEP
25/2/2016,5553.323875,50.54854167,2016,2,Demand & USEP
26/2/2016,5623.528562,54.03666667,2016,2,Demand & USEP
27/2/2016,5208.403396,51.30625,2016,2,Demand & USEP
28/2/2016,5042.559792,50.73229167,2016,2,Demand & USEP
29/2/2016,5694.151313,69.60666667,2016,2,Demand & USEP
1/3/2016,5708.241458,47.14145833,2016,3,Demand & USEP
2/3/2016,5665.173958,45.81104167,2016,3,Demand & USEP
3/3/2016,5674.487938,46.65020833,2016,3,Demand & USEP
4/3/2016,5693.761833,44.84979167,2016,3,Demand & USEP
5/3/2016,5295.329875,43.013125,2016,3,Demand & USEP
6/3/2016,5134.15775,42.49583333,2016,3,Demand & USEP
7/3/2016,5720.044542,43.3125,2016,3,Demand & USEP
8/3/2016,5706.731542,44.3425,2016,3,Demand & USEP
9/3/2016,5717.942271,44.82604167,2016,3,Demand & USEP
10/3/2016,5747.755167,45.3075,2016,3,Demand & USEP
11/3/2016,5752.02375,47.33979167,2016,3,Demand & USEP
12/3/2016,5347.062063,48.298125,2016,3,Demand & USEP
13/3/2016,5151.303354,48.98895833,2016,3,Demand & USEP
14/3/2016,5730.475604,42.34395833,2016,3,Demand & USEP
15/3/2016,5764.081417,43.531875,2016,3,Demand & USEP
